Geneid	tissue	expression	cutoff
LdNA_701	testes	33.90665068	8.535760566
LdNA_711	testes	6.704627616	3.054812575
LdNA_826	testes	274.3306378	67.66093496
LdNA_847	testes	12.81985263	3.592666399
LdNA_850	testes	20.0023078	4.927812479
LdNA_936	testes	3824.672842	942.7719087
LdNA_937	testes	2212.762754	545.3880123
LdNA_1004	testes	474.9911096	117.0562065
LdNA_1008	testes	30.31601943	7.57314767
LdNA_1035	testes	157.2106894	38.75985416
LdNA_1053	testes	281.4307784	70.11168787
LdNA_1066	testes	252.2279106	63.47074756
LdNA_1076	testes	546.1418135	134.6105361
LdNA_1086	testes	194.7068748	48.37596011
LdNA_1089	testes	38.17090899	9.468841951
LdNA_1122	testes	47.49346346	11.87013162
LdNA_1132	testes	219.8703491	54.2129064
LdNA_1140	testes	61.47816877	15.14785808
LdNA_1148	testes	36.18327919	9.100153331
LdNA_1153	testes	368.5345543	91.01330314
LdNA_1167	testes	204.7046987	50.4447334
LdNA_1209	testes	10.29195583	2.606456983
LdNA_1259	testes	417.5172038	102.9601905
LdNA_1266	testes	27.67095333	19.25786464
LdNA_1274	testes	81.65121171	20.36441148
LdNA_1275	testes	68.0989027	16.80973665
LdNA_1285	testes	518.8666001	127.8516788
LdNA_1286	testes	122.3370917	30.13923458
LdNA_1297	testes	76.14868799	74.00978516
LdNA_1371	testes	11.31268191	2.983968575
LdNA_1401	testes	142.9553599	35.57182148
LdNA_1406	testes	1126.499143	277.6070191
LdNA_1425	testes	4658.543329	1148.07228
LdNA_1441	testes	188.1833429	46.36126163
LdNA_1830	testes	28.60360575	7.046847131
LdNA_1844	testes	105.744409	26.08330965
LdNA_1864	testes	12.14935763	3.010603863
LdNA_1878	testes	20.55313865	5.08381483
LdNA_1893	testes	58.25967474	14.36389645
LdNA_1898	testes	62.93258352	15.89805507
LdNA_1902	testes	10.79770935	2.759616761
LdNA_1912	testes	250.6725432	61.79442358
LdNA_1923	testes	310.819308	76.59685552
LdNA_1941	testes	399.4703967	98.60923349
LdNA_1955	testes	426.8807335	105.2933037
LdNA_1967	testes	302.4806884	74.87997992
LdNA_2001	testes	747.7143623	184.2714091
LdNA_2012	testes	10.40405125	2.588075337
LdNA_2014	testes	14.27222926	3.613763667
LdNA_2017	testes	12.03623117	3.014268582
LdNA_2081	testes	15.28140905	3.848627771
LdNA_2200	testes	14.90944777	6.805822399
LdNA_2293	testes	21.75330053	5.381422919
LdNA_2299	testes	22.05190989	5.500600659
LdNA_2302	testes	26.52899848	7.368082853
LdNA_2304	testes	68.99297552	17.00055889
LdNA_2305	testes	13.34534702	3.287789001
LdNA_2332	testes	29.49220369	7.2880987
LdNA_2339	testes	37.59413496	9.336496764
LdNA_2353	testes	427.3636035	105.3091314
LdNA_2358	testes	13.48201882	3.445833586
LdNA_2400	testes	3808.037129	938.7559964
LdNA_2401	testes	874.6747875	215.519153
LdNA_2407	testes	192.625915	47.4808069
LdNA_2484	testes	11.15800379	2.758303288
LdNA_2486	testes	12.28345299	3.148327715
LdNA_2504	testes	40.52144505	10.00022426
LdNA_2511	testes	176.7669285	44.20677445
LdNA_2513	testes	108.5196817	27.28927284
LdNA_2522	testes	196.6283963	48.45442659
LdNA_2611	testes	74.99993064	18.60940812
LdNA_2651	testes	11.28448588	2.780070724
LdNA_2660	testes	151.1632842	37.3364914
LdNA_2667	testes	640.079025	157.7786021
LdNA_2692	testes	486.8380233	120.0644647
LdNA_2747	testes	24.99198631	6.630992595
LdNA_2779	testes	160.9940854	39.93701624
LdNA_2780	testes	210.3579934	51.87734378
LdNA_2816	testes	38.55082737	9.497466494
LdNA_2824	testes	363.7417168	89.7801308
LdNA_2834	testes	21.45652168	5.393585227
LdNA_2855	testes	47.27531102	11.90844688
LdNA_2856	testes	78.52441961	19.65095734
LdNA_2884	testes	9.747602866	6.156832422
LdNA_2889	testes	11.69480316	2.968470263
LdNA_2891	testes	10.06422085	2.493619111
LdNA_2905	testes	26.54043889	6.538560811
LdNA_2926	testes	153.8055927	38.01491942
LdNA_2985	testes	394.1255175	97.16026376
LdNA_3073	testes	133.1285285	32.90042692
LdNA_3078	testes	251.1432427	61.87485897
LdNA_3083	testes	17.00553748	4.1941169
LdNA_3087	testes	411.6959993	101.4546058
LdNA_3117	testes	24.80366976	6.126162696
LdNA_3137	testes	55.17833256	13.59818524
LdNA_3204	testes	306.7577808	75.60900353
LdNA_3236	testes	216.9774813	53.50035544
LdNA_3238	testes	40.84253334	10.08675784
LdNA_3240	testes	660.1739783	162.6968058
LdNA_3242	testes	21.67133739	5.338998274
LdNA_3290	testes	134.677704	33.20197495
LdNA_3306	testes	27.96824731	6.99796118
LdNA_3322	testes	15.78168927	3.911192751
LdNA_3331	testes	160.7121155	40.17434918
LdNA_3350	testes	16.53938949	4.078495697
LdNA_3368	testes	209.9460424	51.72276808
LdNA_3381	testes	41.28770152	10.17172882
LdNA_3394	testes	502.9944371	123.9855177
LdNA_3402	testes	1024.92968	252.5994022
LdNA_3500	testes	665.4552272	164.0047832
LdNA_3501	testes	17170.58133	4231.541269
LdNA_3634	testes	128.0744783	31.79710276
LdNA_3636	testes	90.86058802	18.92921776
LdNA_3650	testes	23.15477504	6.52546103
LdNA_3828	testes	90.64243669	22.4088302
LdNA_3882	testes	1948.933681	480.3372591
LdNA_3883	testes	1413.270309	348.3915835
LdNA_3897	testes	12.67482116	3.163425038
LdNA_3996	testes	131.4534452	32.39170136
LdNA_4008	testes	414.0729739	102.0956817
LdNA_4010	testes	485.3061852	120.9289445
LdNA_4064	testes	175.3216648	43.24166929
LdNA_4093	testes	305.7069133	75.44560458
LdNA_4135	testes	13.26023639	3.266820959
LdNA_4157	testes	33.3453389	8.653937524
LdNA_4207	testes	58.33404627	14.42124705
LdNA_4227	testes	15.1834323	4.391391017
LdNA_4229	testes	11.27156788	2.782331803
LdNA_4234	testes	15.61587716	4.147193273
LdNA_4266	testes	38.44650947	7.777577039
LdNA_4327	testes	20.69890559	5.31896227
LdNA_4384	testes	83.38623904	20.59823156
LdNA_4450	testes	228.1467808	58.30303191
LdNA_4476	testes	121.1662189	29.86953844
LdNA_4489	testes	203.3708429	50.55919413
LdNA_4494	testes	602.9872672	148.6229963
LdNA_4513	testes	380.4772287	93.82152874
LdNA_4515	testes	30.4221139	8.391073487
LdNA_4546	testes	13.63880245	2.647649291
LdNA_4551	testes	125.4498652	30.99773412
LdNA_4597	testes	199.43844	50.19205158
LdNA_4678	testes	17.84647453	4.452511155
LdNA_4685	testes	171.0220528	42.18905627
LdNA_4686	testes	63.73098662	15.74181165
LdNA_4690	testes	149.5606548	37.00913591
LdNA_4728	testes	714.8421319	176.2726606
LdNA_4729	testes	1033.314886	254.7078002
LdNA_4734	testes	12.27044792	11.78230876
LdNA_4739	testes	21.11353075	5.211382637
LdNA_4767	testes	5.239108685	4.744134539
LdNA_4770	testes	942.7039244	232.4740533
LdNA_4771	testes	3132.947166	772.2790018
LdNA_4785	testes	50.90706858	12.54157722
LdNA_4798	testes	1033.212117	254.6323519
LdNA_4923	testes	494.6111619	121.8645688
LdNA_4945	testes	4.552718469	3.916021301
LdNA_4952	testes	343.3061341	84.62744084
LdNA_4953	testes	477.9643552	120.1538496
LdNA_4962	testes	55.91576284	13.80487256
LdNA_4971	testes	152.6170396	37.87154853
LdNA_4972	testes	732.3571544	180.5786405
LdNA_4983	testes	56.93688751	14.40473237
LdNA_4987	testes	27.4004863	6.885897529
LdNA_5045	testes	117.3176725	28.90263945
LdNA_5046	testes	284.6646886	70.49662289
LdNA_5058	testes	154.8179235	38.58676171
LdNA_5072	testes	358.224608	88.25300114
LdNA_5112	testes	9308.685948	2293.642089
LdNA_5171	testes	471.6458237	116.2128173
LdNA_5187	testes	324.4445986	79.93088384
LdNA_5188	testes	106.917114	26.74921211
LdNA_5204	testes	22.67246679	6.329900838
LdNA_5264	testes	357.6348185	88.11852115
LdNA_5293	testes	48.69196266	12.0435525
LdNA_5300	testes	25.08958253	6.230690287
LdNA_5351	testes	6.851718794	6.275677112
LdNA_5631	testes	21.41723169	5.335183529
LdNA_5632	testes	373.8189319	92.13709043
LdNA_5633	testes	966.5197606	238.1778829
LdNA_5650	testes	41.34223116	39.92135766
LdNA_5688	testes	30.56427499	7.707280781
LdNA_5709	testes	183.6427959	45.27244001
LdNA_5769	testes	65.42043137	16.15158617
LdNA_5778	testes	57.16840591	14.08413403
LdNA_5811	testes	10.23184538	2.549655623
LdNA_6022	testes	192.1003694	47.34272184
LdNA_6031	testes	18.95243543	4.669163615
LdNA_6166	testes	12.57545242	3.138702078
LdNA_6300	testes	124.6674543	30.71334782
LdNA_6301	testes	107.7187944	26.53783875
LdNA_6317	testes	40.01579966	9.899326635
LdNA_6329	testes	23.53473783	4.531552054
LdNA_6379	testes	16.56979745	4.592806616
LdNA_6389	testes	3.623245688	3.126322033
LdNA_6426	testes	12.58666095	3.138232024
LdNA_6439	testes	1085.269338	268.129057
LdNA_6466	testes	79.71348031	19.9019678
LdNA_6528	testes	48.87612545	12.04122961
LdNA_6568	testes	1042.290052	257.1080299
LdNA_6608	testes	92.56017672	23.7549682
LdNA_6616	testes	589.5305026	145.5073856
LdNA_6617	testes	872.1138888	215.2764425
LdNA_6636	testes	21.42460427	5.658041056
LdNA_6692	testes	350.7362962	87.3413195
LdNA_6705	testes	13.44105089	3.521254717
LdNA_6712	testes	523.3012689	129.0112373
LdNA_6715	testes	312.7934098	77.20030811
LdNA_6728	testes	70.9932794	18.88810942
LdNA_6822	testes	143.9033974	35.8233033
LdNA_6825	testes	333.4060481	82.28695079
LdNA_6848	testes	4.389034955	3.691477867
LdNA_6852	testes	35.11827663	8.6968114
LdNA_6854	testes	225.5951358	55.69736068
LdNA_6925	testes	364.0961562	91.93776154
LdNA_6934	testes	173.4516629	42.89128883
LdNA_6956	testes	76.1586819	19.15556789
LdNA_6969	testes	646.9734849	159.6130817
LdNA_7048	testes	166.5589431	41.04087794
LdNA_7049	testes	105.8820322	26.13992788
LdNA_7054	testes	63.24665597	15.90985473
LdNA_7055	testes	99.13900553	24.95920398
LdNA_7108	testes	227.9156808	56.17002212
LdNA_7114	testes	432.4051863	106.8718901
LdNA_7115	testes	160.8551873	39.68651293
LdNA_7120	testes	58.35095933	14.4124951
LdNA_7137	testes	55.65779458	14.58650084
LdNA_7189	testes	287.7733005	70.92280051
LdNA_7265	testes	133.7589869	32.99986545
LdNA_7274	testes	1300.698637	320.5643372
LdNA_7279	testes	68.06755492	17.92095471
LdNA_7282	testes	211.2186562	52.0569055
LdNA_7286	testes	1742.039522	429.3690236
LdNA_7332	testes	131.3105357	32.39183164
LdNA_7348	testes	4.967737341	4.179906438
LdNA_7376	testes	1088.258007	268.1857999
LdNA_7398	testes	56.41182369	14.53772052
LdNA_7403	testes	49.85147051	1.68624653
LdNA_7427	testes	14.81930113	3.280489574
LdNA_7436	testes	228.8707561	56.40841112
LdNA_7455	testes	241.9864469	59.61631249
LdNA_7462	testes	4.218951567	3.113792012
LdNA_7480	testes	244.1357329	60.39199587
LdNA_7506	testes	56.32271418	13.9144295
LdNA_7508	testes	16.39923731	4.040152119
LdNA_7509	testes	24.17808334	5.965893205
LdNA_7511	testes	83.01582348	20.46763985
LdNA_7513	testes	14.07181315	3.47184228
LdNA_7522	testes	28.29462371	7.477801021
LdNA_7541	testes	64.80613033	15.97433713
LdNA_7543	testes	63.73730538	15.70246253
LdNA_7565	testes	30.50876584	8.466125555
LdNA_7574	testes	20.07492611	5.005707589
LdNA_7576	testes	11.23025729	2.766710849
LdNA_7577	testes	12.21141451	3.010920886
LdNA_7580	testes	45.67600443	11.31070706
LdNA_7627	testes	72.6776156	18.13849083
LdNA_7648	testes	14.52261924	4.208082635
LdNA_7722	testes	15.39471263	1.082549058
LdNA_7736	testes	26.05456648	6.503114746
LdNA_7737	testes	24.944653	6.145419496
LdNA_7747	testes	354.9571731	87.48373287
LdNA_7792	testes	91.01567174	22.43201894
LdNA_7793	testes	38.65350804	9.522763131
LdNA_7816	testes	21.60130209	6.211139869
LdNA_7819	testes	358.8650172	88.4608871
LdNA_7820	testes	446.9354593	110.1359011
LdNA_7869	testes	478.3898377	117.9441605
LdNA_7897	testes	111.9696078	27.58507849
LdNA_7931	testes	10.97726546	2.808584556
LdNA_8013	testes	316.7624061	78.36925516
LdNA_8032	testes	548.7823661	135.2140196
LdNA_8038	testes	39.70117957	10.57567905
LdNA_8061	testes	29.48738026	7.283904154
LdNA_8114	testes	1041.780146	256.848012
LdNA_8140	testes	61.75776089	15.21684185
LdNA_8181	testes	17.09083948	7.27122193
LdNA_8227	testes	180.334642	42.04574314
LdNA_8265	testes	697.9098228	171.9790657
LdNA_8266	testes	449.1093027	110.6717682
LdNA_8267	testes	30.21074642	7.442785834
LdNA_8271	testes	108.4824968	26.78202798
LdNA_8277	testes	246.5209801	60.73345006
LdNA_8278	testes	117.2863498	28.92512398
LdNA_8279	testes	17.35106252	4.408469285
LdNA_8282	testes	526.3112985	129.7292479
LdNA_8283	testes	74.13587614	18.26427726
LdNA_8284	testes	608.1189015	149.9721836
LdNA_8399	testes	19.75804624	4.867635664
LdNA_8425	testes	198.8006131	49.2311613
LdNA_8436	testes	55.91203371	13.77461142
LdNA_8495	testes	56.42267466	14.09319801
LdNA_8581	testes	429.8336708	105.9279209
LdNA_8631	testes	32.48816515	8.012907828
LdNA_8763	testes	25.4753903	6.276173102
LdNA_8866	testes	14.20129697	3.570578335
LdNA_8881	testes	162.9469469	40.26059113
LdNA_8882	testes	16.76524261	4.143758547
LdNA_8883	testes	31.23967749	7.716449041
LdNA_8884	testes	1135.130129	280.0077928
LdNA_8945	testes	55.59864211	14.17441829
LdNA_9030	testes	24.08360985	5.935484345
LdNA_9037	testes	175.2749703	43.18112662
LdNA_9064	testes	33.34382219	6.34167964
LdNA_9122	testes	25.06067465	6.176582937
LdNA_9199	testes	13.23452748	3.285957052
LdNA_9218	testes	334.2992431	82.35869571
LdNA_9222	testes	121.7299067	30.13171024
LdNA_9235	testes	52.77525681	18.21055919
LdNA_9304	testes	819.0636407	201.8749189
LdNA_9332	testes	250.5204338	61.76348173
LdNA_9333	testes	16.25013815	4.003419722
LdNA_9335	testes	22.1723065	5.507558604
LdNA_9341	testes	78.85577385	19.54824702
LdNA_9469	testes	6.77069153	2.659010827
LdNA_9471	testes	4.832029285	3.002213706
LdNA_9474	testes	26.79319399	6.738193795
LdNA_9519	testes	31.14245785	8.228411547
LdNA_9533	testes	1258.956637	310.304041
LdNA_9566	testes	194.6896408	50.12081698
LdNA_9643	testes	421.8294208	103.9769332
LdNA_9645	testes	2312.072334	569.797052
LdNA_9687	testes	41.80089513	10.57217704
LdNA_9847	testes	101.513578	25.05615857
LdNA_9863	testes	21.69100261	5.545219452
LdNA_9912	testes	125.4495619	30.93203903
LdNA_9935	testes	15.88902173	3.919667894
LdNA_9982	testes	48.91525425	12.11304045
LdNA_10039	testes	91.83345231	22.6861441
LdNA_10066	testes	66.79869317	16.45667275
LdNA_10069	testes	23.70306394	6.299362448
LdNA_10088	testes	92.46518448	23.3819833
LdNA_10122	testes	60.31453473	14.37197006
LdNA_10125	testes	313.7747582	77.7135009
LdNA_10127	testes	67.36272056	17.32244366
LdNA_10134	testes	292.3470808	72.03083206
LdNA_10147	testes	278.0510163	68.53754245
LdNA_10150	testes	18.75062423	4.673846081
LdNA_10154	testes	24.24146123	6.001476687
LdNA_10190	testes	40.68782017	10.25609647
LdNA_10228	testes	13.48822126	3.835648699
LdNA_10298	testes	10.73634823	2.645030328
LdNA_10340	testes	30.90974964	7.614993804
LdNA_10343	testes	1423.944455	351.1167199
LdNA_10371	testes	158.4809336	39.07509933
LdNA_10382	testes	639.4414275	157.7730873
LdNA_10385	testes	10.00565469	2.637827116
LdNA_10386	testes	234.9051961	57.95867424
LdNA_10397	testes	1151.842776	285.4979406
LdNA_10417	testes	479.6731923	118.2226621
LdNA_10424	testes	25.05751042	6.218320357
LdNA_10450	testes	161.6307179	39.831537
LdNA_10463	testes	69.77324928	17.60542284
LdNA_10466	testes	37.18979191	9.181955135
LdNA_10474	testes	212.8907309	52.48674481
LdNA_10478	testes	363.6668963	89.62891402
LdNA_10491	testes	68.76634071	17.61094812
LdNA_10511	testes	11.30043005	2.844282126
LdNA_10546	testes	97.1730369	24.21510899
LdNA_10561	testes	41.27332558	9.607698642
LdNA_10579	testes	353.3410098	87.04986716
LdNA_10582	testes	129.0447395	31.87173729
LdNA_10584	testes	174.7788687	43.1281996
LdNA_10594	testes	18.37247588	5.274030305
LdNA_10603	testes	5.799243458	3.385707303
LdNA_10615	testes	75.79677392	18.67345968
LdNA_10625	testes	447.6971294	110.3168299
LdNA_10650	testes	459.4696496	113.2933101
LdNA_10682	testes	16.10779495	4.08458711
LdNA_10697	testes	33.69716283	8.462699642
LdNA_10762	testes	12.03047937	2.963855319
LdNA_10784	testes	10.6396294	2.629814174
LdNA_10802	testes	105.7523323	26.06064927
LdNA_10805	testes	911.0300263	224.5159775
LdNA_10843	testes	155.3549378	38.41230304
LdNA_10867	testes	6.863874416	3.935330002
LdNA_10909	testes	541.1070882	134.8628125
LdNA_10928	testes	85.34172919	21.08938509
LdNA_10930	testes	4657.253757	1150.502585
LdNA_10941	testes	7.544236518	4.611309247
LdNA_10942	testes	33.34133283	8.214043979
LdNA_10973	testes	442.9388808	109.2055273
LdNA_11004	testes	55.54910377	13.6851992
LdNA_11013	testes	66.34635241	16.34523309
LdNA_11020	testes	14.70471055	3.894019204
LdNA_11024	testes	60.06843205	15.62613521
LdNA_11028	testes	231.3665753	57.08944937
LdNA_11048	testes	4.08185231	3.862058908
LdNA_11050	testes	129.2767585	32.93860522
LdNA_11097	testes	89.7616002	22.39569349
LdNA_11120	testes	394.9498918	97.43297357
LdNA_11143	testes	154.5214124	38.99608664
LdNA_11225	testes	82.07285225	20.21964812
LdNA_11265	testes	182.5006396	45.01170486
LdNA_11312	testes	34.72506714	8.637313018
LdNA_11336	testes	413.8354001	102.1536202
LdNA_11363	testes	758.5763109	186.9609526
LdNA_11366	testes	564.6412564	139.1770745
LdNA_11380	testes	11.03033785	2.829598506
LdNA_11385	testes	25.65633251	7.145912881
LdNA_11399	testes	437.019226	107.7350217
LdNA_11400	testes	260.5689401	64.25571218
LdNA_11457	testes	121.9777507	30.51711759
LdNA_11482	testes	621.0159172	153.1522211
LdNA_11486	testes	180.9686605	44.84249195
LdNA_11493	testes	184.3074679	45.42296053
LdNA_11668	testes	172.2332951	42.4568468
LdNA_11669	testes	11.97579538	2.95038325
LdNA_11670	testes	62.84197615	15.48188725
LdNA_11675	testes	34.65474979	8.57722486
LdNA_11677	testes	30.59745411	7.626760756
LdNA_11843	testes	94.02215363	23.17298749
LdNA_11933	testes	13.44484404	3.312301305
LdNA_11953	testes	84.79353673	20.90720441
LdNA_11956	testes	21.40412161	5.500728972
LdNA_11957	testes	23.05895093	5.680853791
LdNA_11994	testes	47.56344263	11.73341963
LdNA_12110	testes	180.4685831	46.39993574
LdNA_12127	testes	28.61238346	7.130548452
LdNA_12170	testes	17.85772979	4.476374443
LdNA_12171	testes	16.39664107	4.371668508
LdNA_12194	testes	12.34540757	3.084471499
LdNA_12195	testes	24.05548487	5.986417645
LdNA_13737	testes	75.33500259	18.61954267
LdNA_13742	testes	38.04044685	8.110207048
LdNA_13797	testes	91.29228677	22.65451275
LdNA_13823	testes	21.19530332	5.221721474
LdNA_13826	testes	100.6582529	24.84044207
LdNA_13946	testes	2036.424104	503.230282
LdNA_13979	testes	1099.003488	270.8525654
LdNA_14011	testes	241.1098719	59.61289208
LdNA_14019	testes	222.0669743	56.22364109
LdNA_14020	testes	389.8439203	96.09321951
LdNA_14047	testes	443.218519	110.2753012
LdNA_14073	testes	293.7186396	72.3770762
LdNA_14090	testes	606.211805	149.4202445
LdNA_14103	testes	205.4826138	50.79801506
LdNA_14148	testes	628.58564	155.2947577
LdNA_14152	testes	470.0030793	115.8259627
LdNA_14153	testes	169.0277425	41.69993274
LdNA_14191	testes	53.58565361	13.24438095
LdNA_14259	testes	65.65557729	1.427005169
LdNA_14295	testes	22.39737395	20.05708526
LdNA_14321	testes	509.8957886	125.8503902
LdNA_14332	testes	16.40504207	2.25588532
LdNA_14447	testes	11.18836672	2.959839804
LdNA_14463	testes	456.2967465	112.4435255
LdNA_14464	testes	601.2428885	148.1705317
LdNA_14467	testes	502.4863739	125.427407
LdNA_14502	testes	113.0000339	27.89666515
LdNA_14548	testes	6664.811227	1645.47625
LdNA_14555	testes	19.59867704	4.847245573
LdNA_14602	testes	25.14690695	6.226590531
LdNA_14644	testes	95.48007794	24.71960625
LdNA_14665	testes	212.7663189	52.54582799
LdNA_14674	testes	13.17427364	3.392590686
LdNA_14679	testes	84.25700785	21.02554924
LdNA_14692	testes	236.7118087	58.76625753
LdNA_14727	testes	79.89439335	19.90378676
LdNA_14792	testes	1005.053972	247.7318338
LdNA_14793	testes	388.2648535	95.68786099
LdNA_14813	testes	124.8822418	30.81745987
LdNA_14920	testes	13.09879039	3.227046767
LdNA_15129	testes	208.7843691	52.39148767
LdNA_15148	testes	24.92824928	6.141378238
LdNA_15173	testes	102.9522319	25.37969895
LdNA_15249	testes	28.1323973	7.003018037
LdNA_15335	testes	208.2699288	51.33231211
LdNA_15398	testes	12.80157309	3.184466013
LdNA_15408	testes	290.974093	71.68501657
LdNA_15447	testes	620.7005701	152.9487483
LdNA_15515	testes	359.8727446	88.74877718
LdNA_15537	testes	450.8593288	111.1507367
LdNA_15539	testes	10646.6382	2624.032478
LdNA_15545	testes	21.2959894	5.312381199
LdNA_15558	testes	99.1661353	24.67021444
LdNA_15604	testes	72.40571845	17.84866136
LdNA_15607	testes	15.72943087	3.875137134
LdNA_15704	testes	189.5936578	46.74513146
LdNA_15711	testes	64.37359638	14.50706064
LdNA_15727	testes	150.6933063	37.12513388
LdNA_15762	testes	18.28435781	5.385967921
LdNA_15763	testes	52.19724018	12.92074615
LdNA_15811	testes	14.09287189	3.491959798
LdNA_15812	testes	80.85975349	20.01135792
LdNA_15846	testes	13.02922182	3.209907702
LdNA_15847	testes	46.66370433	11.49617268
LdNA_15865	testes	58.68139734	12.74660402
LdNA_15922	testes	703.081905	173.2772365
LdNA_15952	testes	14.00024479	3.85514966
LdNA_15954	testes	13.75151983	3.387854624
LdNA_16023	testes	3.918008325	3.635472126
LdNA_16028	testes	81.36258983	20.0500201
LdNA_16034	testes	454.1982859	112.0018962
LdNA_16035	testes	520.9327323	128.5833039
LdNA_16040	testes	122.0711407	30.0737143
LdNA_16068	testes	72.65315862	18.03515221
LdNA_16070	testes	323.5905033	79.80769158
LdNA_16083	testes	36.72952844	9.04876729
LdNA_16129	testes	44.77860928	11.35303048
LdNA_16143	testes	556.3626989	137.0872755
LdNA_16152	testes	22.75461881	4.381507576
LdNA_16180	testes	10.12213065	2.493710337
LdNA_16193	testes	30.03045604	7.398369102
LdNA_16228	testes	24.29473917	6.15923594
LdNA_16242	testes	123.8627312	30.52361122
LdNA_16260	testes	33.56105374	4.951523395
LdNA_16279	testes	287.6430299	70.96692013
LdNA_16282	testes	6.903797978	3.585049688
LdNA_16291	testes	1912.323218	471.2580015
LdNA_16417	testes	435.7992472	107.4507307
LdNA_16439	testes	17.35250865	2.638849236
LdNA_16446	testes	4.513794353	2.660614791
LdNA_16499	testes	42.59417164	10.53715731
LdNA_16544	testes	331.3874291	81.6413348
LdNA_16545	testes	351.1725284	86.54665987
LdNA_16597	testes	13.62066948	3.550847259
LdNA_16599	testes	13.30643931	2.80145748
LdNA_16655	testes	742.3853289	183.0383595
LdNA_16731	testes	200.7874781	49.53838282
LdNA_16737	testes	19.25784254	4.744404382
LdNA_16738	testes	32.03090137	7.891203206
LdNA_16826	testes	22.38861217	5.515707662
LdNA_16829	testes	27.35305178	6.738757907
LdNA_16863	testes	10.34945279	2.586834049
LdNA_16950	testes	34.63086127	8.531735038
LdNA_16953	testes	85.67047035	21.13089714
LdNA_16985	testes	401.2227409	99.24742229
LdNA_16994	testes	317.2311202	78.41101628
LdNA_17025	testes	23.11033061	5.747452491
LdNA_17033	testes	156.1807544	38.48152121
LdNA_17051	testes	13.47755879	3.938926387
LdNA_17154	testes	161.6524999	39.82506489
LdNA_17223	testes	28.62900578	7.111872919
LdNA_17240	testes	36.84405195	9.42392276
LdNA_17270	testes	36.71321187	9.044747503
LdNA_17293	testes	184.1351229	45.37267564
LdNA_17296	testes	37.17049084	9.157403755
LdNA_17355	testes	1052.700906	265.0688123
LdNA_17389	testes	60.98707216	15.02490903
LdNA_17405	testes	540.5618366	133.2938535
LdNA_17428	testes	21.20561468	5.467755699
LdNA_17454	testes	316.6932555	78.24994812
LdNA_17461	testes	87.26926043	21.49984666
LdNA_17468	testes	167.6085109	41.29240085
LdNA_17497	testes	163.3630216	40.4049965
LdNA_17633	testes	384.642741	94.84570177
LdNA_17634	testes	43.81073533	10.79562814
LdNA_17643	testes	72.09844336	18.20859816
LdNA_17669	testes	29.4260512	7.257949525
LdNA_17670	testes	29.59943499	7.430310804
LdNA_17672	testes	260.9285685	64.5392804
LdNA_17682	testes	215.5333716	54.14015314
LdNA_17702	testes	347.6448626	85.68816029
LdNA_17734	testes	300.0260428	73.92757555
LdNA_17745	testes	293.1855275	72.26544037
LdNA_17750	testes	90.88530094	22.39070234
LdNA_17823	testes	444.8127229	111.1783669
LdNA_17827	testes	136.6610386	33.69360812
LdNA_17878	testes	203.9607287	50.32342228
LdNA_17879	testes	897.9708952	221.3727391
LdNA_17888	testes	1311.920389	323.2804841
LdNA_17889	testes	15.19732745	3.797459457
LdNA_17890	testes	431.6735958	106.5424485
LdNA_17900	testes	170.6014466	42.28524269
LdNA_17927	testes	235.6215249	58.27770075
LdNA_18029	testes	173.964658	42.85831519
LdNA_18034	testes	10.17463096	2.798324766
LdNA_18038	testes	35.74964616	9.450043008
LdNA_18039	testes	307.711409	75.86651593
LdNA_18068	testes	639.3116732	157.5693634
LdNA_18069	testes	244.5483073	60.27166807
LdNA_18108	testes	1546.082132	381.2235877
LdNA_18146	testes	13.40582013	4.127608298
LdNA_18207	testes	102.1068751	26.38701129
LdNA_18242	testes	566.534871	139.5849417
LdNA_18320	testes	466.3376352	115.0427815
LdNA_18327	testes	276.5989245	68.69444995
LdNA_18346	testes	664.7229884	163.8744577
LdNA_18360	testes	10.49521974	1.562135277
LdNA_18444	testes	41.98055331	10.88446962
LdNA_18457	testes	56.16608494	13.87803767
LdNA_18520	testes	26.69847713	6.81253299
LdNA_18527	testes	246.8751492	60.82070394
LdNA_18574	testes	234.3295394	57.74306958
LdNA_18575	testes	99.15816504	24.43709413
LdNA_18636	testes	50.76532128	12.5259717
LdNA_18637	testes	166.8115551	41.10861094
LdNA_18753	testes	26.28924915	6.476677156
LdNA_19039	testes	21.74725308	5.648583373
LdNA_19121	testes	145.6638922	35.90731847
LdNA_19144	testes	295.6986513	72.84896912
LdNA_19168	testes	410.7254266	101.3335384
LdNA_19209	testes	674.4393404	166.1947088
LdNA_19219	testes	18.05557613	5.363423643
LdNA_19235	testes	399.2691292	98.4534712
LdNA_19310	testes	45.42344392	11.2523671
LdNA_19316	testes	129.449403	31.89143921
LdNA_19338	testes	21.60251735	5.327225329
LdNA_19340	testes	19.46682788	4.888446838
LdNA_19355	testes	12.32572592	1.758581098
LdNA_19363	testes	6.135811199	5.066112772
LdNA_19395	testes	323.1980853	79.67501727
LdNA_19424	testes	1023.27568	252.2340544
LdNA_19431	testes	332.1818637	81.87516578
LdNA_19440	testes	956.2566438	235.7474596
LdNA_19447	testes	1010.431941	249.0409508
LdNA_19451	testes	228.9384518	58.01703661
LdNA_19457	testes	314.4297344	78.18318855
LdNA_19496	testes	20.48551481	5.046856418
