Geneid	tissue	expression	cutoff
LdNA_17258	midgut	3475.463108	859.5817941
LdNA_17259	midgut	2013.706155	498.0578973
LdNA_17260	midgut	1535.58612	379.9725707
LdNA_17375	midgut	5901.612759	1468.900681
LdNA_17616	midgut	14.14762499	1.507700889
LdNA_17630	midgut	25.21040181	6.255491258
LdNA_17653	midgut	114.9564406	28.54578982
LdNA_17656	midgut	72.17435177	19.08894447
LdNA_17792	midgut	98.78771878	24.48237963
LdNA_17903	midgut	884.8211807	219.5081791
LdNA_17905	midgut	10.38887607	2.615482474
LdNA_18004	midgut	376.1358333	94.56061781
LdNA_18009	midgut	86.0355553	21.97397794
LdNA_18293	midgut	136.3627346	35.04621652
LdNA_18337	midgut	16.40340116	2.17679976
LdNA_18354	midgut	196.5990748	48.50106312
LdNA_18437	midgut	57.32575048	15.4506965
LdNA_18485	midgut	526.0126369	130.2024021
LdNA_18486	midgut	35.12980645	8.77178305
LdNA_18487	midgut	118.3791335	29.52003428
LdNA_18603	midgut	242.545196	60.05360172
LdNA_18608	midgut	8.560370915	5.351427145
LdNA_18734	midgut	11.89304271	2.944253199
LdNA_18735	midgut	19.39105522	4.870612211
LdNA_18737	midgut	15.65544029	3.917257043
LdNA_18739	midgut	112.5311257	27.9843033
LdNA_18748	midgut	64.11190476	16.32950843
LdNA_18749	midgut	30.25062454	7.513130943
LdNA_19296	midgut	12.24445654	3.139443782
LdNA_19355	midgut	15.35118113	1.758581098
LdNA_19415	midgut	42.57676604	10.69503973
LdNA_19465	midgut	175.827682	43.53151832
LdNA_19466	midgut	4751.612995	1174.701352
LdNA_19468	midgut	68.74465762	16.68920307
LdNA_19519	midgut	97.87902431	24.36604549
LdNA_19522	midgut	96.8475662	24.91148463
LdNA_19558	midgut	489.4299024	121.2343193
LdNA_19559	midgut	561.7179383	138.8820845
LdNA_19621	midgut	275.3002348	69.35684873
LdNA_19676	midgut	106.616307	26.84813282
LdNA_19855	midgut	305.3073684	75.77756559
LdNA_19927	midgut	9.611665368	3.15375057
LdNA_19944	midgut	111.457896	20.90479616
LdNA_20115	midgut	140.9332463	36.45854072
LdNA_20173	midgut	11.0024666	2.790937226
LdNA_20236	midgut	18.99049685	4.716841799
LdNA_20280	midgut	26.17353242	6.462294963
LdNA_20364	midgut	22.94335116	6.462831436
LdNA_20532	midgut	11.9125876	2.974339079
LdNA_20757	midgut	227.9413756	58.42190047
LdNA_20981	midgut	104.2220107	26.81369881
LdNA_21029	midgut	486.8590471	120.5204254
LdNA_21051	midgut	132.6985423	32.83395495
LdNA_21052	midgut	410.8781899	101.7405311
LdNA_21091	midgut	87.34082661	21.58369905
LdNA_21133	midgut	194.1808282	48.13742925
LdNA_21142	midgut	129.619456	33.24638047
LdNA_21146	midgut	120.6178837	30.88167613
LdNA_21194	midgut	71.61304596	17.87637263
LdNA_21196	midgut	175.1354234	43.72856883
LdNA_21197	midgut	17.84881511	4.503925537
LdNA_21278	midgut	295.0489019	73.39747759
LdNA_21279	midgut	160.583612	39.7716961
LdNA_21518	midgut	420.1337476	104.1473279
LdNA_21519	midgut	2470.707311	609.8437155
LdNA_21521	midgut	4826.624026	1192.405819
LdNA_21524	midgut	71.99491436	18.37729576
LdNA_21527	midgut	15.2034084	3.853699686
LdNA_21650	midgut	16.35366627	4.059379604
LdNA_21664	midgut	517.7635977	128.3775652
LdNA_21687	midgut	866.7362781	214.9989389
LdNA_21689	midgut	935.2358075	234.4247964
LdNA_21730	midgut	2970.685187	736.7369443
LdNA_21935	midgut	88.12072635	22.69628044
LdNA_22137	midgut	56.46795141	15.25554159
LdNA_22473	midgut	46.61110021	11.6278743
LdNA_22474	midgut	132.822687	32.83307425
LdNA_22645	midgut	22.26472465	5.649570082
LdNA_22658	midgut	32.39557035	7.801783393
LdNA_22660	midgut	64.28384693	16.66526441
LdNA_22713	midgut	19.50647451	5.068156968
LdNA_22743	midgut	420.7464795	104.2590009
LdNA_22744	midgut	20.22522662	5.058617035
LdNA_22757	midgut	33.12202835	8.379461202
LdNA_22860	midgut	595.2327842	147.6307294
LdNA_22984	midgut	1091.282729	273.6603215
LdNA_22985	midgut	200.0510263	50.53088162
LdNA_23015	midgut	42.54229452	10.84435724
LdNA_23016	midgut	10.4660556	2.642776786
LdNA_23205	midgut	13.36774059	3.450804152
LdNA_23348	midgut	26.16874842	6.628148325
LdNA_23392	midgut	24.97959091	6.305387209
LdNA_23749	midgut	1219.746544	303.6313106
LdNA_23844	midgut	234.8869154	58.79167133
LdNA_24157	midgut	87.78262223	22.34770874
LdNA_24176	midgut	21.1844447	5.502618434
LdNA_24229	midgut	180.7392155	44.82060732
LdNA_24312	midgut	5.090189142	3.180992707
LdNA_24317	midgut	268.0034735	66.53707242
LdNA_24337	midgut	70.2877754	17.90550413
LdNA_24399	midgut	65.90772168	16.52645537
LdNA_24401	midgut	24.17460226	6.191628112
LdNA_24577	midgut	140.74373	34.7787944
LdNA_24785	midgut	10.51918618	2.683135875
LdNA_24800	midgut	93.61500369	23.33322406
LdNA_25020	midgut	4689.85269	1159.00008
LdNA_25045	midgut	3627.805758	898.0017483
LdNA_25046	midgut	1315.608199	326.3602204
LdNA_25047	midgut	24685.40843	6103.156473
LdNA_25086	midgut	2361.047688	583.9982021
LdNA_25087	midgut	2545.625258	629.1119628
LdNA_25088	midgut	853.3144723	211.1424125
LdNA_25089	midgut	40.61346974	10.04036062
LdNA_25167	midgut	226.9229579	56.20930697
LdNA_25168	midgut	14.24029655	3.533818213
LdNA_25171	midgut	26.25468097	1.096620099
LdNA_25174	midgut	123.038362	30.63934306
LdNA_25175	midgut	94.215706	23.99526416
LdNA_25259	midgut	16.81718936	4.284445612
LdNA_25285	midgut	1249.688241	312.9032603
LdNA_25355	midgut	1754.694934	435.3981875
LdNA_25663	midgut	175.6550974	43.5169737
LdNA_25674	midgut	40.12340204	9.948642266
LdNA_25701	midgut	75.5642778	18.88017387
LdNA_25703	midgut	283.6029823	71.64978542
LdNA_25785	midgut	10033.79341	2481.893796
LdNA_26322	midgut	66.98913384	16.71413906
LdNA_26324	midgut	122.0496792	30.2878028
LdNA_26334	midgut	46.58458419	11.52908906
LdNA_26831	midgut	327.5213614	80.91627474
LdNA_26832	midgut	67.33198037	16.68951594
LdNA_26834	midgut	31.87595581	7.884709353
LdNA_27672	midgut	110.6853042	27.37448869
LdNA_27705	midgut	121.1535966	30.12786445
LdNA_27706	midgut	1255.274584	311.1364832
LdNA_27825	midgut	271.51513	67.68916608
LdNA_28221	midgut	10.70452786	2.725770164
LdNA_28321	midgut	776.5351355	191.8755932
LdNA_28442	midgut	21.48094477	5.411352828
LdNA_28625	midgut	36.92710701	9.23623995
LdNA_28758	midgut	26.85338949	7.065793222
LdNA_28782	midgut	3522.280048	870.6154964
LdNA_28785	midgut	31.01495313	7.810899219
LdNA_28787	midgut	296.4664638	73.40000553
LdNA_28878	midgut	81.29992953	21.23107402
LdNA_28925	midgut	113.2358006	28.30387714
LdNA_28926	midgut	29.76466426	7.671861829
LdNA_28932	midgut	1957.265348	485.2349372
LdNA_29015	midgut	1269.029363	314.457077
LdNA_29018	midgut	2195.645236	544.4503449
LdNA_29025	midgut	15.16660223	2.355537571
LdNA_29026	midgut	18.64417977	4.719886125
LdNA_29270	midgut	42.15969393	9.34576881
LdNA_29716	midgut	766.7625507	191.778298
LdNA_29775	midgut	10.29946151	1.253248021
LdNA_29870	midgut	1932.563745	478.2492467
LdNA_29871	midgut	244.2481033	60.50209699
LdNA_29875	midgut	554.2035553	136.947055
LdNA_29876	midgut	133.1953958	33.39685463
LdNA_29926	midgut	1965.608579	490.6322096
LdNA_30052	midgut	13230.42103	3272.032131
LdNA_30058	midgut	28552.52209	7060.295723
LdNA_30060	midgut	1296.768766	320.9811912
LdNA_30073	midgut	32.0914492	8.121051317
LdNA_30443	midgut	70.63744458	17.45338909
LdNA_30623	midgut	359.4966878	89.13733063
LdNA_30624	midgut	184.6419304	45.66120706
LdNA_30952	midgut	99.04598426	25.18435402
LdNA_31102	midgut	56.55160033	14.03702755
LdNA_31109	midgut	3575.47266	887.4146693
LdNA_31110	midgut	1557.129334	386.7318368
LdNA_31111	midgut	504.081185	125.3816925
LdNA_31112	midgut	13947.58762	3466.418189
LdNA_31113	midgut	2352.680525	584.1331968
LdNA_31392	midgut	38.60993641	10.22484377
LdNA_31401	midgut	21.75513538	5.600329957
LdNA_31402	midgut	50.04306444	12.38730383
LdNA_31601	midgut	16.37290135	3.694302254
LdNA_31674	midgut	10.42519433	2.629751427
LdNA_31765	midgut	762.7618605	188.5576194
LdNA_31766	midgut	4099.460024	1012.53761
LdNA_31768	midgut	118.4310525	29.23378287
LdNA_31770	midgut	4754.206342	1175.272915
LdNA_31771	midgut	10428.23536	2579.822328
LdNA_31774	midgut	114.6310401	28.39388213
LdNA_31800	midgut	192.2194008	48.46730045
LdNA_31811	midgut	204.7131559	51.21424124
LdNA_31821	midgut	11.93409001	3.188226486
LdNA_31843	midgut	288.3357641	71.97849242
LdNA_31849	midgut	33.30319049	8.314075654
LdNA_31860	midgut	853.1763452	210.7064669
LdNA_31861	midgut	170.4172372	42.2241821
LdNA_31979	midgut	366.0666835	91.01999269
LdNA_32014	midgut	45.8830019	12.11283471
LdNA_32156	midgut	54.26151447	13.46242627
LdNA_33757	midgut	55.64847028	14.04283473
LdNA_33955	midgut	237.197757	59.17642246
LdNA_33956	midgut	27.26148755	6.927298462
LdNA_33964	midgut	128.1027083	31.95436995
LdNA_33989	midgut	267.5667369	66.16783916
LdNA_34013	midgut	88.27890934	22.98930245
LdNA_34037	midgut	15943.43743	3952.464066
LdNA_34040	midgut	1627.150887	402.5131063
LdNA_34066	midgut	830.1827544	206.5559351
LdNA_34067	midgut	768.8770386	190.8619265
LdNA_34068	midgut	2881.059316	714.667023
LdNA_34070	midgut	2014.495332	500.0252337
LdNA_34072	midgut	3423.749239	847.2352202
LdNA_34109	midgut	5782.31942	1430.945428
LdNA_34110	midgut	2829.960219	701.5394837
LdNA_34111	midgut	2086.915485	519.4947312
LdNA_34112	midgut	1235.139776	305.6330953
LdNA_34113	midgut	19.34851571	4.850012851
LdNA_34117	midgut	20.08060799	5.084421925
LdNA_34122	midgut	604.685442	149.8427374
LdNA_34123	midgut	30.89876722	7.816155511
LdNA_34337	midgut	18.59991453	4.844472753
LdNA_901	ovaries	298.5101798	73.6909857
LdNA_918	ovaries	1241.242391	306.0392993
LdNA_1197	ovaries	41.17009176	10.38684478
LdNA_1266	ovaries	80.96879352	19.25786464
LdNA_1297	ovaries	300.5079499	74.00978516
LdNA_1550	ovaries	626.6396331	154.5267647
LdNA_1557	ovaries	20.08099771	4.947198696
LdNA_1560	ovaries	60.48205262	15.0227778
LdNA_1562	ovaries	70.76932257	17.44799738
LdNA_1969	ovaries	60.16605444	15.05317665
LdNA_2096	ovaries	55.39957859	13.66816255
LdNA_2148	ovaries	326.218626	80.61452491
LdNA_2281	ovaries	7142.392589	1759.725831
LdNA_2301	ovaries	235.8118546	58.40864241
LdNA_2609	ovaries	139.7950054	34.46709496
LdNA_2616	ovaries	14.80325985	4.281346816
LdNA_2705	ovaries	44.39552063	10.99689024
LdNA_2724	ovaries	18093.14704	4457.565969
LdNA_2725	ovaries	6848.701495	1687.433017
LdNA_2807	ovaries	43.31995024	10.98772471
LdNA_3115	ovaries	12.74598521	3.555922473
LdNA_3171	ovaries	230.2059286	58.12642251
LdNA_3189	ovaries	46.03885557	11.43878295
LdNA_3255	ovaries	87.4433504	22.34765798
LdNA_3423	ovaries	125.2311219	30.8654718
LdNA_4266	ovaries	21.09621914	7.777577039
LdNA_4320	ovaries	32.76463643	8.384873923
LdNA_4432	ovaries	33.57709915	8.700123571
LdNA_4702	ovaries	54.22283182	13.38084052
LdNA_4705	ovaries	15.29301556	3.929712076
LdNA_4786	ovaries	101.8446496	25.92976898
LdNA_4841	ovaries	31.96403593	7.893435008
LdNA_4851	ovaries	200.1894968	50.90935766
LdNA_4854	ovaries	13.30353997	3.277489323
LdNA_4873	ovaries	29.33069753	7.231498579
LdNA_4930	ovaries	123.9755767	30.55545444
LdNA_4931	ovaries	380.3809864	93.8685419
LdNA_5002	ovaries	90.86826783	23.51316195
LdNA_5195	ovaries	107.5066674	27.49350313
LdNA_5212	ovaries	50.35335363	12.55314162
LdNA_5351	ovaries	25.46841835	6.275677112
LdNA_5692	ovaries	798.4852806	197.8416769
LdNA_5859	ovaries	34.57037734	9.346010395
LdNA_6105	ovaries	70.40334428	17.51289836
LdNA_6389	ovaries	11.18309579	3.126322033
LdNA_6633	ovaries	122.8929608	30.30607088
LdNA_6663	ovaries	37.01716061	9.122047582
LdNA_6675	ovaries	27.62486714	6.812018011
LdNA_6784	ovaries	45.97547677	11.8592632
LdNA_6977	ovaries	146.1557932	35.84311312
LdNA_7036	ovaries	156.3597778	38.5279221
LdNA_7068	ovaries	314.1881123	77.45276677
LdNA_7195	ovaries	322.2336241	79.81016606
LdNA_7238	ovaries	21.17644705	5.217076002
LdNA_7239	ovaries	84.30518111	21.53960934
LdNA_7317	ovaries	98.96130011	15.7260805
LdNA_7403	ovaries	47.51614921	1.68624653
LdNA_7427	ovaries	7.657012299	3.280489574
LdNA_7444	ovaries	22.45664817	5.836827357
LdNA_7462	ovaries	12.96410295	3.113792012
LdNA_7477	ovaries	195.4753282	50.56469056
LdNA_7632	ovaries	27.92038509	7.533668508
LdNA_7909	ovaries	51.19018038	34.31576841
LdNA_7969	ovaries	48.64554796	12.77518955
LdNA_8062	ovaries	69.04454432	17.19585756
LdNA_8090	ovaries	592.9763713	146.0966437
LdNA_8172	ovaries	24.49926756	6.035693361
LdNA_8173	ovaries	193.1197472	48.69709088
LdNA_8174	ovaries	1232.281393	303.696513
LdNA_8176	ovaries	16.77707287	4.742988195
LdNA_8179	ovaries	247.8743229	61.17442378
LdNA_8181	ovaries	35.42832496	7.27122193
LdNA_8229	ovaries	48.32829857	8.452924876
LdNA_8281	ovaries	259.8558809	65.16019469
LdNA_8500	ovaries	32.05042521	8.495130561
LdNA_8989	ovaries	16.40551744	4.061721289
LdNA_9014	ovaries	12.26823454	3.063881154
LdNA_9126	ovaries	14.11280862	3.801500587
LdNA_9211	ovaries	66.90533799	16.73382345
LdNA_9462	ovaries	85.88321537	21.51900544
LdNA_9469	ovaries	11.70210074	2.659010827
LdNA_9471	ovaries	11.55607679	3.002213706
LdNA_9511	ovaries	45.7378841	11.7124832
LdNA_9687	ovaries	14.63901315	10.57217704
LdNA_9755	ovaries	58.5803471	14.43198296
LdNA_9756	ovaries	20.89842446	5.148581747
LdNA_9759	ovaries	100.3005395	24.71026119
LdNA_9989	ovaries	14.98377924	3.87690797
LdNA_10122	ovaries	19.45229585	14.37197006
LdNA_10148	ovaries	21.26967685	5.251987846
LdNA_10177	ovaries	310.8935037	76.59240634
LdNA_10228	ovaries	3.996081967	3.835648699
LdNA_10277	ovaries	17.616663	4.340079785
LdNA_10278	ovaries	319.5648426	78.87164779
LdNA_10368	ovaries	101.1606488	25.14044636
LdNA_10576	ovaries	927.8900462	229.0064216
LdNA_10577	ovaries	267.1540684	65.98757245
LdNA_10608	ovaries	4.412993094	2.630274279
LdNA_10612	ovaries	81.14675394	21.29307426
LdNA_10637	ovaries	34.24087356	8.651693905
LdNA_10843	ovaries	38.90642841	38.41230304
LdNA_11019	ovaries	36.38548285	9.091204636
LdNA_11040	ovaries	19.42019694	4.796348463
LdNA_11048	ovaries	15.73506677	3.862058908
LdNA_11066	ovaries	27.48648213	6.78637346
LdNA_11075	ovaries	27.2677568	6.788868457
LdNA_11094	ovaries	231.374539	57.20086242
LdNA_11102	ovaries	10.73858734	2.690415325
LdNA_11149	ovaries	140.9499577	35.09636879
LdNA_11150	ovaries	311.178903	77.12591063
LdNA_11156	ovaries	28.34592463	7.899376899
LdNA_11157	ovaries	20.91247786	6.433167442
LdNA_11181	ovaries	51.82541223	12.90638321
LdNA_11182	ovaries	30.06674265	7.436201641
LdNA_11183	ovaries	77.93497038	19.23943605
LdNA_11188	ovaries	74.27620498	8.193304446
LdNA_11195	ovaries	190.7031255	47.05116804
LdNA_11488	ovaries	364.7526073	91.24149124
LdNA_11715	ovaries	22.75131723	5.586496527
LdNA_11852	ovaries	21.31289388	1.390713762
LdNA_11855	ovaries	107.5706437	22.84901271
LdNA_11925	ovaries	308.3096308	76.10764083
LdNA_12074	ovaries	81.65131387	20.51036482
LdNA_12139	ovaries	870.6469895	216.9005699
LdNA_12174	ovaries	136.7142935	35.12577576
LdNA_12222	ovaries	261.6185088	64.47593982
LdNA_12300	ovaries	40.14938189	10.1974106
LdNA_12303	ovaries	46.35354617	11.43064815
LdNA_12340	ovaries	11.00926873	2.752418371
LdNA_13563	ovaries	1381.297821	342.1092379
LdNA_13742	ovaries	17.16215034	8.110207048
LdNA_13774	ovaries	66.17600282	16.31976777
LdNA_13780	ovaries	18.86333984	5.398282685
LdNA_13927	ovaries	105.9494766	27.20717269
LdNA_13959	ovaries	11.46575777	2.923773712
LdNA_13960	ovaries	46.06507086	11.70989502
LdNA_13971	ovaries	12.1137787	2.845323911
LdNA_14108	ovaries	154.3953097	38.5186994
LdNA_14176	ovaries	155.0808795	38.28659208
LdNA_14262	ovaries	112.3197532	27.82494264
LdNA_14322	ovaries	34.22750344	8.645787416
LdNA_14332	ovaries	11.4080189	2.25588532
LdNA_14349	ovaries	31.34841657	8.042927656
LdNA_14358	ovaries	10.76302543	2.781493812
LdNA_14429	ovaries	316.2363641	76.37032868
LdNA_14472	ovaries	66.06836555	16.35997535
LdNA_14590	ovaries	309.9145625	76.36563103
LdNA_14655	ovaries	47.24320772	11.63894041
LdNA_14798	ovaries	15.68053216	3.951960611
LdNA_14906	ovaries	93.12849478	22.98440159
LdNA_15041	ovaries	92.03790617	23.30454484
LdNA_15163	ovaries	55789.03232	13744.70796
LdNA_15176	ovaries	226.5703015	55.81835706
LdNA_15318	ovaries	31.50786173	7.762346012
LdNA_15319	ovaries	137.0070919	33.76960032
LdNA_15352	ovaries	539.5963027	132.9361302
LdNA_15353	ovaries	333.4498467	82.14943653
LdNA_15484	ovaries	39.39986087	9.580439336
LdNA_15556	ovaries	60.98714194	15.1644084
LdNA_15560	ovaries	35.58573757	9.014283484
LdNA_15711	ovaries	26.29523495	14.50706064
LdNA_15865	ovaries	26.55862629	12.74660402
LdNA_15952	ovaries	6.236689102	3.85514966
LdNA_16069	ovaries	234.4540597	59.19051881
LdNA_16124	ovaries	747.3923949	184.269192
LdNA_16126	ovaries	125.7481213	31.02313353
LdNA_16149	ovaries	41487.23096	10221.25364
LdNA_16260	ovaries	43.43015056	4.951523395
LdNA_16326	ovaries	11.42050319	2.813580248
LdNA_16353	ovaries	113980.4699	28082.92592
LdNA_16354	ovaries	586.2236877	144.5019609
LdNA_16444	ovaries	27.53955881	6.851889885
LdNA_16446	ovaries	11.60176119	2.660614791
LdNA_16448	ovaries	66.73135562	16.46744666
LdNA_16597	ovaries	3.845362111	3.550847259
LdNA_16599	ovaries	7.122316714	2.80145748
LdNA_16617	ovaries	153.8034788	38.00504575
LdNA_16622	ovaries	42.08147829	9.918962381
LdNA_16660	ovaries	70.47713602	17.97354965
LdNA_17217	ovaries	455.7259779	112.7868151
LdNA_17240	ovaries	11.32582741	9.42392276
LdNA_17242	ovaries	187.9406922	46.30148168
LdNA_17325	ovaries	34139.4679	8411.419198
LdNA_17335	ovaries	28.5340613	7.185614528
LdNA_17413	ovaries	196.1449632	48.33307868
LdNA_17469	ovaries	21.32700478	5.438423066
LdNA_17638	ovaries	145.0251885	35.76126212
LdNA_17649	ovaries	25.36661166	6.363208999
LdNA_17654	ovaries	194.5637949	47.93627416
LdNA_17655	ovaries	29.69803816	7.316473902
LdNA_17699	ovaries	227.8855426	56.15307555
LdNA_17706	ovaries	256.3921248	64.47730405
LdNA_17719	ovaries	181.5386768	44.72426711
LdNA_17762	ovaries	1006.965335	248.7659533
LdNA_17791	ovaries	736.3414336	181.4921245
LdNA_17815	ovaries	167.3714342	41.2339941
LdNA_17816	ovaries	70.02943745	17.252606
LdNA_17817	ovaries	209.0187378	51.49431529
LdNA_17818	ovaries	40.12146445	9.888253541
LdNA_17822	ovaries	10.14989418	2.554976388
LdNA_17906	ovaries	13.19091127	3.326702229
LdNA_18010	ovaries	320.7995169	79.10741912
LdNA_18038	ovaries	9.826923751	9.450043008
LdNA_18127	ovaries	26.39026915	6.920217716
LdNA_18213	ovaries	140.0251371	34.57428262
LdNA_18332	ovaries	141.4916513	34.86569574
LdNA_18360	ovaries	13.35505361	1.562135277
LdNA_18436	ovaries	19.61372609	4.961107894
LdNA_18612	ovaries	326.0452615	80.56573251
LdNA_18618	ovaries	56.88271908	14.02776035
LdNA_19134	ovaries	22.92936618	6.434674242
LdNA_19175	ovaries	99.81841106	25.20684293
LdNA_19247	ovaries	3630.663995	894.4799236
LdNA_19248	ovaries	742.6493229	183.3084848
LdNA_19250	ovaries	648.6052103	159.8294221
LdNA_19252	ovaries	899.063359	221.6841617
LdNA_19253	ovaries	1570.513798	386.9593317
LdNA_19375	ovaries	2578.762819	635.5412073
LdNA_19453	ovaries	101.4870759	25.7935124
LdNA_19491	ovaries	28.54210669	7.686421498
LdNA_19518	ovaries	82.21369924	20.3761042
LdNA_19642	ovaries	491.2850141	121.0904682
LdNA_19770	ovaries	133.447679	33.97121128
LdNA_19805	ovaries	261.8419743	64.59850804
LdNA_19806	ovaries	339.6568858	83.69647303
LdNA_19810	ovaries	274.2858672	67.72778776
LdNA_19811	ovaries	190.7091749	47.12030422
LdNA_19812	ovaries	25.81206533	6.377909763
LdNA_19813	ovaries	313.9624714	77.34848397
LdNA_19814	ovaries	597.732228	147.3017025
LdNA_19815	ovaries	300.5314082	74.08266207
LdNA_19816	ovaries	332.5087284	81.92754619
LdNA_19817	ovaries	572.5199727	143.4418213
LdNA_19818	ovaries	269.5305316	66.41239626
LdNA_19852	ovaries	43166.61085	10635.73842
LdNA_19878	ovaries	82.02349728	21.76717396
LdNA_19903	ovaries	21.80991743	5.494176886
LdNA_20074	ovaries	14.20382592	3.499285748
LdNA_20666	ovaries	32.63293628	8.467851075
LdNA_20724	ovaries	17.46241082	4.349364007
LdNA_20729	ovaries	224.6335312	55.63889474
LdNA_20767	ovaries	77.76183839	19.57008212
LdNA_20897	ovaries	13.20525664	3.421405823
LdNA_20917	ovaries	571.4793816	140.84809
LdNA_21203	ovaries	44.27400402	11.04741517
LdNA_21277	ovaries	264.6903449	66.60557618
LdNA_21297	ovaries	218.0755818	54.80024175
LdNA_21474	ovaries	136.5925205	33.71089801
LdNA_21493	ovaries	18.02009803	6.364681267
LdNA_21578	ovaries	307.1345055	76.55065682
LdNA_21761	ovaries	25.06465931	6.176605528
LdNA_21767	ovaries	67.39241259	16.69568769
LdNA_21869	ovaries	10.76024788	2.71421606
LdNA_21894	ovaries	14.81173767	3.646748562
LdNA_21913	ovaries	107.4806577	26.47917087
LdNA_21917	ovaries	96.96530566	23.88858565
LdNA_22063	ovaries	113.0128146	27.97576721
LdNA_22165	ovaries	29.56900351	7.284684641
LdNA_22537	ovaries	1295.512186	319.2960111
LdNA_22626	ovaries	164.5861591	40.55969993
LdNA_22661	ovaries	22.29732274	6.3230473
LdNA_22673	ovaries	10.52782602	2.59365834
LdNA_22813	ovaries	149.8254104	37.19302881
LdNA_22814	ovaries	182.1431342	45.02606535
LdNA_22825	ovaries	23.72157987	5.919331987
LdNA_22930	ovaries	251.5731231	63.60221271
LdNA_23232	ovaries	5.097445723	4.432259951
LdNA_23239	ovaries	53.30972728	13.86653325
LdNA_23394	ovaries	310.878678	76.83000171
LdNA_23395	ovaries	131.1862213	32.34037261
LdNA_23446	ovaries	30.188869	7.73024308
LdNA_23447	ovaries	25.71781132	6.509262362
LdNA_23733	ovaries	111.4809516	28.03097008
LdNA_23742	ovaries	743.3303564	183.1588027
LdNA_23755	ovaries	35.74074834	6.500197462
LdNA_23758	ovaries	29.16557241	7.341664201
LdNA_23807	ovaries	401.5720166	99.17307118
LdNA_24047	ovaries	14.52553963	4.221939665
LdNA_24501	ovaries	78.57275138	19.77262906
LdNA_24603	ovaries	10.10156988	2.86464819
LdNA_25032	ovaries	11.30354741	2.99463527
LdNA_25193	ovaries	32.97128943	9.377892549
LdNA_25281	ovaries	19.93625022	5.77575235
LdNA_25351	ovaries	12.9764646	2.415320193
LdNA_25367	ovaries	128.9337635	31.76440514
LdNA_25431	ovaries	130.654353	21.06115838
LdNA_25655	ovaries	14.16289174	3.564457614
LdNA_25679	ovaries	19.05297602	4.781042817
LdNA_27787	ovaries	4.648082384	2.761297714
LdNA_27788	ovaries	6150.380399	1515.966332
LdNA_28189	ovaries	78.73006452	19.4992928
LdNA_28434	ovaries	1103.453157	278.2770629
LdNA_28666	ovaries	55.64676657	13.81157556
LdNA_28749	ovaries	5185.353228	1277.527623
LdNA_28780	ovaries	33.17454878	8.181165765
LdNA_28815	ovaries	386.7843292	96.34012568
LdNA_28854	ovaries	333.7263066	78.26682336
LdNA_29630	ovaries	22.78428597	6.415292158
LdNA_29660	ovaries	13.22478506	3.581672145
LdNA_29692	ovaries	104.5198794	25.88700978
LdNA_29755	ovaries	22.81239963	5.942962629
LdNA_29769	ovaries	72.58816321	17.8829793
LdNA_29835	ovaries	208.2437743	51.31858085
LdNA_29836	ovaries	120.1938625	29.63160061
LdNA_29843	ovaries	219.3684207	54.44178623
LdNA_29878	ovaries	180.2041509	44.41615536
LdNA_29990	ovaries	26517.32788	6533.655565
LdNA_29991	ovaries	28.84762241	7.305300439
LdNA_30062	ovaries	23.12704406	6.279744746
LdNA_30418	ovaries	21.84220827	5.359761325
LdNA_30897	ovaries	219.4996223	54.29802209
LdNA_30968	ovaries	744.4463429	183.7701835
LdNA_30996	ovaries	14.64206949	3.761692998
LdNA_31068	ovaries	168.5656785	41.52821076
LdNA_31087	ovaries	49.45128708	12.49864986
LdNA_31115	ovaries	631.9040334	155.7261793
LdNA_31150	ovaries	88.6036638	22.49035095
LdNA_31413	ovaries	31.16363389	8.112224753
LdNA_31476	ovaries	54.82840036	13.50764512
LdNA_31525	ovaries	177.2068234	43.65706218
LdNA_31679	ovaries	30.90146252	8.32943172
LdNA_31803	ovaries	71.98438656	18.12468341
LdNA_31813	ovaries	3.451217605	2.596716927
LdNA_31864	ovaries	13.29094525	3.34954288
LdNA_31922	ovaries	10.33286607	2.7281533
LdNA_31986	ovaries	10.47378296	2.714333162
LdNA_32058	ovaries	507.1816867	125.1763441
LdNA_33753	ovaries	53.36265128	13.15367133
LdNA_33776	ovaries	25.84650632	6.69194118
LdNA_33844	ovaries	40.32864455	10.22878045
LdNA_33846	ovaries	119.3123436	29.41129992
LdNA_33904	ovaries	14.152751	3.570680995
LdNA_33942	ovaries	108.0733328	26.62518361
LdNA_33957	ovaries	130.8649342	32.30972234
LdNA_34006	ovaries	243.030196	60.54514269
LdNA_34063	ovaries	368.1254888	90.82671429
LdNA_34069	ovaries	3007.454793	741.1352337
LdNA_34132	ovaries	19.87359168	5.00305225
LdNA_34133	ovaries	11.21591704	2.867217351
LdNA_34139	ovaries	20.39881829	5.048546242
LdNA_34142	ovaries	26.90564628	6.849129699
LdNA_34147	ovaries	111.0161826	27.37264524
LdNA_34164	ovaries	317.9111093	78.48256664
LdNA_34227	ovaries	133.4735591	33.91688762
LdNA_34265	ovaries	86.52313789	21.31603027
LdNA_34320	ovaries	566.4074749	139.559938
LdNA_34334	ovaries	16.32477546	8.110233494
LdNA_375	testes	14.45223421	3.56048416
LdNA_376	testes	32.49996994	8.012991714
LdNA_578	testes	83.97519329	20.70625518
LdNA_606	testes	213.5885913	52.63499979
LdNA_622	testes	113.7525894	28.03070515
LdNA_632	testes	55.24408181	13.61005332
